Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2018,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9.6,9.6,,,8.5,10.9,540,"63,987",Disability Type,Mobility Disability,,,DISEST,SEXIND,"(21.304850435000446, -157.85774940299973)",15,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,8.1,8.1,,,5.8,11.2,69,"3,598",Disability Type,Independent Living Disability,,,DISEST,SEXIND,,66,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,18.3,18.3,,,16.6,20.2,527,"146,220",Disability Type,Mobility Disability,,,DISEST,SEXIND,"(38.66551020200046, -80.71264013499967)",54,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,9.2,9.2,,,8.2,10.2,579,"146,071",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(39.29058096400047, -76.60926011099963)",24,AGE02,PREV,DISTYPE,COGDIS,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,32.0,32.0,,,27.3,37.2,195,"524,387",Disability Status,Any Disability,,,DISEST,RACEIND,"(37.63864012300047, -120.99999953799971)",06,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,13.3,13.3,,,11.8,14.9,857,"514,772",Disability Type,Cognitive Disability,,,DISEST,RACEIND,,82,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2018,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(38.34774030000045, -98.20078122699965)",20,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,27.7,27.7,,,26.5,29.0,"9,528","7,440,358",Disability Status,Any Disability,,,DISEST,VETIND,,85,VET2,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,29.0,29.0,,,26.3,31.7,433,"246,476",Disability Status,Any Disability,,,DISEST,RACEIND,,89,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2018,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(39.493240390000494, -117.07184056399967)",32,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,9.5,9.5,,,6.4,14.0,35,"8,165",Disability Type,Vision Disability,,,DISEST,RACEIND,"(41.70828019300046, -71.52247031399963)",44,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,67.4,67.4,,,61.9,72.4,611,"423,375",Disability Status,No Disability,,,DISEST,VETIND,"(44.6613195430005, -84.71439026999968)",26,VET1,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,72.5,72.5,,,71.2,73.7,"15,221","8,832,797",Disability Status,No Disability,,,DISEST,SEXIND,,81,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.6,6.6,,,5.8,7.5,822,"804,085",Disability Type,Independent Living Disability,,,DISEST,AGEIND,,88,AGE02,PREV,DISTYPE,INDDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,75.0,75.0,,,74.2,75.8,"28,886","15,347,434",Disability Status,No Disability,,,DISEST,VETIND,,82,VET2,AGEADJPREV,DISSTAT,NODIS,,
2018,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,17.5,17.5,,,11.8,25.0,57,"20,238",Disability Type,Mobility Disability,,,DISEST,RACEIND,"(40.06021014100048, -82.40426005599966)",39,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,11.5,11.5,,,9.4,13.9,113,"113,622",Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(44.6613195430005, -84.71439026999968)",26,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(43.65595011300047, -71.50036091999965)",33,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2018,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,16.3,16.3,,,14.4,18.4,350,"40,487",Disability Type,Mobility Disability,,,DISEST,AGEIND,"(39.008830667000495, -75.57774116799965)",10,AGE02,PREV,DISTYPE,MOBDIS,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,3.5,3.5,,,2.7,4.5,117,"103,971",Disability Type,Self-care Disability,,,DISEST,RACEIND,,81,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,77.5,77.5,,,75.4,79.5,"2,268","1,950,039",Disability Status,No Disability,,,DISEST,SEXIND,"(42.27687047000046, -72.08269067499964)",25,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,25.3,25.3,,,21.6,29.3,347,"748,953",Disability Status,Any Disability,,,DISEST,VETIND,"(37.63864012300047, -120.99999953799971)",06,VET1,AGEADJPREV,DISSTAT,DISABL,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,81.1,81.1,,,79.4,82.7,"2,557","4,800,102",Disability Status,No Disability,,,DISEST,RACEIND,"(40.48501028300046, -88.99771017799969)",17,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2018,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.6,6.6,,,5.7,7.6,305,"248,753",Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(44.6613195430005, -84.71439026999968)",26,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(47.47531977900047, -100.11842104899966)",38,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,76.2,76.2,,,73.8,78.5,"1,520","130,373",Disability Status,No Disability,,,DISEST,AGEIND,"(47.47531977900047, -100.11842104899966)",38,AGE02,PREV,DISSTAT,NODIS,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,10.7,10.7,,,7.9,14.2,70,"20,201",Disability Type,Vision Disability,,,DISEST,RACEIND,,89,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2018,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14.9,14.9,,,8.2,25.5,27,"6,193",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(41.56266102000046, -72.64984095199964)",09,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(41.6410409880005, -99.36572062299967)",31,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2018,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,16.0,16.0,,,11.7,21.6,68,"189,550",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(40.13057004800049, -74.27369128799967)",34,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.0,3.0,,,2.6,3.5,400,"136,592",Disability Type,Vision Disability,,,DISEST,RACEIND,"(47.52227862900048, -120.47001078999972)",53,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,75.6,75.6,,,75.3,75.9,"220,758","111,728,925",Disability Status,No Disability,,,DISEST,RACEIND,,59,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,7.3,7.3,,,4.6,11.4,31,"6,310",Disability Type,Vision Disability,,,DISEST,RACEIND,"(39.29058096400047, -76.60926011099963)",24,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,39.3,39.3,,,36.4,42.2,713,"185,019",Disability Type,Mobility Disability,,,DISEST,AGEIND,"(32.745510099000455, -89.53803082499968)",28,AGE03,PREV,DISTYPE,MOBDIS,,
2018,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,67.7,67.7,,,58.3,76.0,180,"28,717",Disability Status,No Disability,,,DISEST,RACEIND,"(41.56266102000046, -72.64984095199964)",09,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(42.27687047000046, -72.08269067499964)",25,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(43.62538123900049, -72.51764079099962)",50,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2018,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,15.7,15.7,,,12.1,20.1,69,"48,145",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.56744942400047, -120.15503132599969)",41,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(41.70828019300046, -71.52247031399963)",44,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.5,3.5,,,3.0,4.0,634,"721,630",Disability Type,Self-care Disability,,,DISEST,SEXIND,,88,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,9.8,9.8,,,8.3,11.6,232,"48,049",Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(34.52088095200048, -106.24058098499967)",35,AGE02,PREV,DISTYPE,INDDIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,57.7,57.7,,,55.3,59.9,"5,696","4,280,133",Disability Status,No Disability,,,DISEST,AGEIND,,88,AGE03,PREV,DISSTAT,NODIS,,
2018,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,18.2,18.2,,,11.6,27.2,26,"39,629",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.39319117400049, -89.81637074199966)",55,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,17.1,17.1,,,15.4,19.0,403,"41,730",Disability Type,Hearing Disability,,,DISEST,AGEIND,"(43.65595011300047, -71.50036091999965)",33,AGE03,PREV,DISTYPE,HEARDIS,,
2018,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,56.0,56.0,,,53.0,59.0,"1,330","198,767",Disability Status,No Disability,,,DISEST,AGEIND,"(34.52088095200048, -106.24058098499967)",35,AGE03,PREV,DISSTAT,NODIS,,
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,8.5,8.5,,,5.3,13.4,24,"53,848",Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(40.79373015200048, -77.86070029399963)",42,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.3,4.3,,,3.5,5.4,240,"13,753",Disability Type,Hearing Disability,,,DISEST,SEXIND,"(47.47531977900047, -100.11842104899966)",38,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,7.3,7.3,,,4.9,10.9,44,"55,245",Disability Type,Mobility Disability,,,DISEST,RACEIND,,82,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(37.54268067400045, -78.45789046299967)",51,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2018,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.5,4.5,,,3.7,5.3,207,"47,285",Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(38.34774030000045, -98.20078122699965)",20,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2018,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,,72,RACE04,AGEADJPREV,DISTYPE,INDDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.1,12.1,,,9.9,14.7,254,"172,529",Disability Type,Mobility Disability,,,DISEST,RACEIND,,82,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,67.6,67.6,,,55.2,78.0,76,"16,502",Disability Status,No Disability,,,DISEST,RACEIND,"(47.06652897200047, -109.42442064499971)",30,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.0,5.0,,,4.7,5.2,"2,806","384,803",Disability Type,Hearing Disability,,,DISEST,VETIND,,87,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.6,8.6,,,7.8,9.6,"1,507","441,487",Disability Type,Independent Living Disability,,,DISEST,AGEIND,,82,AGE03,PREV,DISTYPE,INDDIS,,
2018,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.9,3.9,,,3.3,4.6,356,"116,940",Disability Type,Vision Disability,,,DISEST,RACEIND,"(33.998821303000454, -81.04537120699968)",45,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(32.745510099000455, -89.53803082499968)",28,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2018,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,15.4,15.4,,,14.6,16.3,"1,973","670,077",Disability Status,Any Disability,,,DISEST,AGEIND,,87,AGE01,PREV,DISSTAT,DISABL,,
2018,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,11.5,11.5,,,10.2,12.8,475,"210,854",Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(47.52227862900048, -120.47001078999972)",53,AGE02,PREV,DISTYPE,COGDIS,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.6,5.6,,,4.0,7.9,61,"94,999",Disability Type,Hearing Disability,,,DISEST,RACEIND,"(35.466220975000454, -79.15925046299964)",37,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,5.4,5.4,,,4.7,6.1,362,"262,951",Disability Type,Independent Living Disability,,,DISEST,AGEIND,,89,AGE01,PREV,DISTYPE,INDDIS,,
2018,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,1.6,1.6,,,1.2,2.2,93,"10,155",Disability Type,Self-care Disability,,,DISEST,SEXIND,"(21.304850435000446, -157.85774940299973)",15,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,10.4,10.4,,,7.5,14.1,70,"4,888",Disability Type,Hearing Disability,,,DISEST,SEXIND,,66,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2018,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.6,9.6,,,8.5,10.8,730,"289,077",Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(37.645970271000465, -84.77497104799966)",21,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,39.4,39.4,,,32.6,46.6,90,"16,558",Disability Status,Any Disability,,,DISEST,RACEIND,"(46.35564873600049, -94.79420050299967)",27,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2018,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,7.2,7.2,,,5.0,10.2,47,"6,695",Disability Type,Hearing Disability,,,DISEST,RACEIND,"(21.304850435000446, -157.85774940299973)",15,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.4,3.4,,,2.8,4.0,190,"64,600",Disability Type,Mobility Disability,,,DISEST,AGEIND,"(46.35564873600049, -94.79420050299967)",27,AGE01,PREV,DISTYPE,MOBDIS,,
2018,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,89.2,89.2,,,80.7,94.2,125,"205,352",Disability Status,No Disability,,,DISEST,RACEIND,"(40.79373015200048, -77.86070029399963)",42,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,63.8,63.8,,,61.0,66.5,"1,825","707,789",Disability Status,No Disability,,,DISEST,SEXIND,"(34.74865012400045, -92.27449074299966)",05,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,9.4,9.4,,,7.9,11.2,549,"410,241",Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(28.932040377000476, -81.92896053899966)",12,AGE03,PREV,DISTYPE,INDDIS,,
2018,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,10.7,10.7,,,7.7,14.7,60,"83,895",Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(35.68094058000048, -85.77449091399967)",47,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.2,3.2,,,2.2,4.7,36,"10,268",Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(38.89037138500049, -77.03196112699965)",11,AGE01,PREV,DISTYPE,INDDIS,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(35.466220975000454, -79.15925046299964)",37,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2018,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(31.31266064400046, -92.44568007099969)",22,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.6,1.6,,,1.3,2.1,81,"20,042",Disability Type,Hearing Disability,,,DISEST,AGEIND,"(39.360700171000474, -111.58713063499971)",49,AGE01,PREV,DISTYPE,HEARDIS,,
2018,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,14.6,14.6,,,13.1,16.3,"1,464","1,098,065",Disability Type,Hearing Disability,,,DISEST,AGEIND,,88,AGE03,PREV,DISTYPE,HEARDIS,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,19.8,19.8,,,13.7,27.8,148,"8,745",Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(44.353130053000484, -100.3735306369997)",46,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,19.2,19.2,,,10.6,32.1,17,"6,972",Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(34.74865012400045, -92.27449074299966)",05,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
